OMRÅDE;KØN;ALDER;TID;INDHOLD
751;1;23;2014K1;4548
751;1;23;2015K1;4389
751;1;23;2016K1;4719
751;1;23;2017K1;4632
751;1;23;2018K1;4905
751;1;23;2019K1;5169
751;1;23;2020K1;5184
751;1;24;2008K1;3192
751;1;24;2009K1;3334
751;1;24;2010K1;3511
751;1;24;2011K1;3778
751;1;24;2012K1;3850
751;1;24;2013K1;4041
751;1;24;2014K1;4414
751;1;24;2015K1;4497
751;1;24;2016K1;4401
751;1;24;2017K1;4810
751;1;24;2018K1;4762
751;1;24;2019K1;5004
751;1;24;2020K1;5186
751;1;25;2008K1;3215
751;1;25;2009K1;3216
751;1;25;2010K1;3294
751;1;25;2011K1;3511
751;1;25;2012K1;3714
751;1;25;2013K1;3871
751;1;25;2014K1;3990
751;1;25;2015K1;4226
751;1;25;2016K1;4432
751;1;25;2017K1;4322
751;1;25;2018K1;4716
751;1;25;2019K1;4664
751;1;25;2020K1;5005
751;1;26;2008K1;3108
751;1;26;2009K1;3193
751;1;26;2010K1;3104
751;1;26;2011K1;3238
751;1;26;2012K1;3315
751;1;26;2013K1;3624
751;1;26;2014K1;3751
751;1;26;2015K1;3813
751;1;26;2016K1;4101
751;1;26;2017K1;4277
751;1;26;2018K1;4215
751;1;26;2019K1;4522
751;1;26;2020K1;4515
751;1;27;2008K1;2911
751;1;27;2009K1;2995
751;1;27;2010K1;3015
751;1;27;2011K1;2960
751;1;27;2012K1;3089
751;1;27;2013K1;3171
751;1;27;2014K1;3457
751;1;27;2015K1;3509
751;1;27;2016K1;3586
751;1;27;2017K1;3907
751;1;27;2018K1;4108
751;1;27;2019K1;4000
751;1;27;2020K1;4283
751;1;28;2008K1;2798
751;1;28;2009K1;2793
751;1;28;2010K1;2809
751;1;28;2011K1;2862
751;1;28;2012K1;2774
751;1;28;2013K1;2942
751;1;28;2014K1;3034
751;1;28;2015K1;3225
751;1;28;2016K1;3334
751;1;28;2017K1;3363
751;1;28;2018K1;3706
751;1;28;2019K1;3860
751;1;28;2020K1;3840
751;1;29;2008K1;2580
751;1;29;2009K1;2681
751;1;29;2010K1;2612
751;1;29;2011K1;2720
751;1;29;2012K1;2700
751;1;29;2013K1;2597
751;1;29;2014K1;2800
751;1;29;2015K1;2852
751;1;29;2016K1;3066
751;1;29;2017K1;3160
751;1;29;2018K1;3198
751;1;29;2019K1;3524
751;1;29;2020K1;3577
751;1;30;2008K1;2477
751;1;30;2009K1;2434
751;1;30;2010K1;2559
751;1;30;2011K1;2458
751;1;30;2012K1;2561
751;1;30;2013K1;2593
751;1;30;2014K1;2540
751;1;30;2015K1;2626
751;1;30;2016K1;2674
751;1;30;2017K1;2910
751;1;30;2018K1;2970
751;1;30;2019K1;3011
751;1;30;2020K1;3305
751;1;31;2008K1;2246
751;1;31;2009K1;2344
751;1;31;2010K1;2343
751;1;31;2011K1;2403
751;1;31;2012K1;2332
751;1;31;2013K1;2443
751;1;31;2014K1;2456
751;1;31;2015K1;2412
751;1;31;2016K1;2545
751;1;31;2017K1;2537
751;1;31;2018K1;2762
751;1;31;2019K1;2811
751;1;31;2020K1;2848
751;1;32;2008K1;2336
751;1;32;2009K1;2121
751;1;32;2010K1;2237
751;1;32;2011K1;2263
751;1;32;2012K1;2311
751;1;32;2013K1;2238
751;1;32;2014K1;2364
751;1;32;2015K1;2361
751;1;32;2016K1;2347
751;1;32;2017K1;2448
751;1;32;2018K1;2407
751;1;32;2019K1;2574
751;1;32;2020K1;2682
751;1;33;2008K1;2188
751;1;33;2009K1;2288
751;1;33;2010K1;2086
751;1;33;2011K1;2179
751;1;33;2012K1;2198
751;1;33;2013K1;2228
751;1;33;2014K1;2179
751;1;33;2015K1;2270
751;1;33;2016K1;2269
751;1;33;2017K1;2219
751;1;33;2018K1;2356
751;1;33;2019K1;2320
751;1;33;2020K1;2477
751;1;34;2008K1;2087
751;1;34;2009K1;2138
751;1;34;2010K1;2224
751;1;34;2011K1;2011
751;1;34;2012K1;2085
751;1;34;2013K1;2133
751;1;34;2014K1;2180
751;1;34;2015K1;2115
751;1;34;2016K1;2198
751;1;34;2017K1;2203
751;1;34;2018K1;2155
751;1;34;2019K1;2278
751;1;34;2020K1;2238
751;1;35;2008K1;2098
751;1;35;2009K1;2059
751;1;35;2010K1;2119
751;1;35;2011K1;2183
751;1;35;2012K1;1941
751;1;35;2013K1;2040
751;1;35;2014K1;2091
751;1;35;2015K1;2099
751;1;35;2016K1;2066
751;1;35;2017K1;2123
751;1;35;2018K1;2142
751;1;35;2019K1;2116
751;1;35;2020K1;2213
751;1;36;2008K1;2089
751;1;36;2009K1;2105
751;1;36;2010K1;2048
751;1;36;2011K1;2061
751;1;36;2012K1;2125
751;1;36;2013K1;1889
751;1;36;2014K1;2007
751;1;36;2015K1;2041
751;1;36;2016K1;2050
751;1;36;2017K1;2027
751;1;36;2018K1;2055
751;1;36;2019K1;2072
751;1;36;2020K1;2028
751;1;37;2008K1;2038
751;1;37;2009K1;2080
751;1;37;2010K1;2067
751;1;37;2011K1;2015
751;1;37;2012K1;1988
751;1;37;2013K1;2087
751;1;37;2014K1;1875
751;1;37;2015K1;1984
751;1;37;2016K1;2027
751;1;37;2017K1;2028
751;1;37;2018K1;1962
751;1;37;2019K1;2023
751;1;37;2020K1;2031
751;1;39;2008K1;1949
751;1;39;2009K1;1932
751;1;39;2010K1;2012
751;1;39;2011K1;2025
751;1;39;2012K1;2007
751;1;39;2013K1;1961
751;1;39;2014K1;1939
751;1;39;2015K1;2021
751;1;39;2016K1;1853
751;1;39;2017K1;1939
751;1;39;2018K1;1992
751;1;39;2019K1;1970
751;1;39;2020K1;1944
751;1;40;2008K1;2077
751;1;40;2009K1;1936
751;1;40;2010K1;1905
751;1;40;2011K1;2008
751;1;40;2012K1;1999
751;1;40;2013K1;1990
751;1;40;2014K1;1961
751;1;40;2015K1;1924
751;1;40;2016K1;1989
751;1;40;2017K1;1812
751;1;40;2018K1;1931
751;1;40;2019K1;1969
751;1;40;2020K1;1917
751;1;41;2008K1;2115
751;1;41;2009K1;2051
751;1;41;2010K1;1923
751;1;41;2011K1;1890
751;1;41;2012K1;1970
751;1;41;2013K1;1986
751;1;41;2014K1;1982
751;1;41;2015K1;1948
751;1;41;2016K1;1902
751;1;41;2017K1;2005
751;1;41;2018K1;1798
751;1;41;2019K1;1904
751;1;41;2020K1;1944
751;1;42;2008K1;2078
751;1;42;2009K1;2093
751;1;42;2010K1;2043
751;1;42;2011K1;1913
751;1;42;2012K1;1878
751;1;42;2013K1;1964
751;1;42;2014K1;1967
751;1;42;2015K1;1947
751;1;42;2016K1;1937
751;1;42;2017K1;1898
751;1;42;2018K1;1969
751;1;42;2019K1;1811
751;1;42;2020K1;1875
751;1;43;2008K1;2002
751;1;43;2009K1;2070
751;1;43;2010K1;2080
751;1;43;2011K1;2042
751;1;43;2012K1;1901
751;1;43;2013K1;1865
751;1;43;2014K1;1944
751;1;43;2015K1;1940
751;1;43;2016K1;1927
751;1;43;2017K1;1934
751;1;43;2018K1;1874
751;1;43;2019K1;1981
751;1;43;2020K1;1789
751;1;44;2008K1;1914
751;1;44;2009K1;1998
751;1;44;2010K1;2050
751;1;44;2011K1;2076
751;1;44;2012K1;2002
751;1;44;2013K1;1893
751;1;44;2014K1;1859
751;1;44;2015K1;1922
751;1;44;2016K1;1933
751;1;44;2017K1;1926
751;1;44;2018K1;1939
751;1;44;2019K1;1854
751;1;44;2020K1;1957
751;1;45;2008K1;1975
751;1;45;2009K1;1923
751;1;45;2010K1;1976
751;1;45;2011K1;2057
751;1;45;2012K1;2061
751;1;45;2013K1;1987
751;1;45;2014K1;1870
751;1;45;2015K1;1839
751;1;45;2016K1;1906
751;1;45;2017K1;1931
751;1;45;2018K1;1938
751;1;45;2019K1;1941
751;1;45;2020K1;1866
751;1;46;2008K1;1890
751;1;46;2009K1;1965
751;1;46;2010K1;1912
751;1;46;2011K1;1950
751;1;46;2012K1;2061
751;1;46;2013K1;2044
751;1;46;2014K1;1980
751;1;46;2015K1;1860
751;1;46;2016K1;1825
751;1;46;2017K1;1901
751;1;46;2018K1;1925
751;1;46;2019K1;1929
751;1;46;2020K1;1928
751;1;47;2008K1;1903
751;1;47;2009K1;1868
751;1;47;2010K1;1955
751;1;47;2011K1;1914
751;1;47;2012K1;1933
751;1;47;2013K1;2040
751;1;47;2014K1;2041
751;1;47;2015K1;1966
751;1;47;2016K1;1834
751;1;47;2017K1;1815
751;1;47;2018K1;1872
751;1;47;2019K1;1936
751;1;47;2020K1;1908
751;1;48;2008K1;1792
751;1;48;2009K1;1913
751;1;48;2010K1;1867
751;1;48;2011K1;1938
751;1;48;2012K1;1902
751;1;48;2013K1;1933
751;1;48;2014K1;2054
751;1;48;2015K1;2027
751;1;48;2016K1;1962
751;1;48;2017K1;1846
751;1;48;2018K1;1803
751;1;48;2019K1;1869
751;1;48;2020K1;1939
751;1;49;2008K1;1804
751;1;49;2009K1;1782
751;1;49;2010K1;1903
751;1;49;2011K1;1865
751;1;49;2012K1;1932
751;1;49;2013K1;1897
751;1;49;2014K1;1921
751;1;49;2015K1;2044
751;1;49;2016K1;2020
751;1;49;2017K1;1975
751;1;49;2018K1;1850
751;1;49;2019K1;1795
751;1;49;2020K1;1862
751;1;50;2008K1;1867
751;1;50;2009K1;1799
751;1;50;2010K1;1764
751;1;50;2011K1;1883
751;1;50;2012K1;1859
751;1;50;2013K1;1919
751;1;50;2014K1;1877
751;1;50;2015K1;1906
751;1;50;2016K1;2020
751;1;50;2017K1;2019
751;1;50;2018K1;1977
751;1;50;2019K1;1850
751;1;50;2020K1;1792
751;1;51;2008K1;1821
751;1;51;2009K1;1858
751;1;51;2010K1;1803
751;1;51;2011K1;1751
751;1;51;2012K1;1893
751;1;51;2013K1;1845
751;1;51;2014K1;1904
751;1;51;2015K1;1857
751;1;51;2016K1;1903
751;1;51;2017K1;2008
751;1;51;2018K1;2010
751;1;51;2019K1;1967
751;1;51;2020K1;1849
751;1;52;2008K1;1820
751;1;52;2009K1;1811
751;1;52;2010K1;1855
751;1;52;2011K1;1792
751;1;52;2012K1;1730
751;1;52;2013K1;1874
751;1;52;2014K1;1818
751;1;52;2015K1;1899
751;1;52;2016K1;1841
751;1;52;2017K1;1915
751;1;52;2018K1;1991
751;1;52;2019K1;2000
751;1;52;2020K1;1967
751;1;53;2008K1;1789
751;1;53;2009K1;1818
751;1;53;2010K1;1798
751;1;53;2011K1;1846
751;1;53;2012K1;1784
751;1;53;2013K1;1708
751;1;53;2014K1;1847
751;1;53;2015K1;1793
751;1;53;2016K1;1885
751;1;53;2017K1;1830
751;1;53;2018K1;1896
751;1;53;2019K1;1985
751;1;53;2020K1;1995
751;1;54;2008K1;1797
751;1;54;2009K1;1770
751;1;54;2010K1;1810
751;1;54;2011K1;1770
751;1;54;2012K1;1833
751;1;54;2013K1;1775
751;1;54;2014K1;1686
751;1;54;2015K1;1825
751;1;54;2016K1;1787
751;1;54;2017K1;1879
751;1;54;2018K1;1830
751;1;54;2019K1;1877
751;1;54;2020K1;1994
751;1;55;2008K1;1816
751;1;55;2009K1;1773
751;1;55;2010K1;1743
751;1;55;2011K1;1798
751;1;55;2012K1;1762
751;1;55;2013K1;1811
751;1;55;2014K1;1777
751;1;55;2015K1;1661
751;1;55;2016K1;1827
751;1;55;2017K1;1791
751;1;55;2018K1;1847
751;1;55;2019K1;1819
751;1;55;2020K1;1872
751;1;56;2008K1;1682
751;1;56;2009K1;1807
751;1;56;2010K1;1755
751;1;56;2011K1;1716
751;1;56;2012K1;1786
751;1;56;2013K1;1751
751;1;56;2014K1;1822
751;1;56;2015K1;1740
751;1;56;2016K1;1652
751;1;56;2017K1;1805
751;1;56;2018K1;1767
751;1;56;2019K1;1823
751;1;56;2020K1;1818
751;1;57;2008K1;1658
751;1;57;2009K1;1672
751;1;57;2010K1;1802
751;1;57;2011K1;1729
751;1;57;2012K1;1698
751;1;57;2013K1;1770
751;1;57;2014K1;1726
751;1;57;2015K1;1798
751;1;57;2016K1;1727
751;1;57;2017K1;1636
751;1;57;2018K1;1795
751;1;57;2019K1;1749
751;1;57;2020K1;1824
751;1;58;2008K1;1595
751;1;58;2009K1;1652
751;1;58;2010K1;1651
751;1;58;2011K1;1781
751;1;58;2012K1;1726
751;1;58;2013K1;1683
751;1;58;2014K1;1751
751;1;58;2015K1;1709
751;1;58;2016K1;1784
751;1;58;2017K1;1710
751;1;58;2018K1;1614
751;1;58;2019K1;1782
751;1;58;2020K1;1740
751;1;59;2008K1;1655
751;1;59;2009K1;1585
751;1;59;2010K1;1623
751;1;59;2011K1;1626
751;1;59;2012K1;1754
751;1;59;2013K1;1714
751;1;59;2014K1;1668
751;1;59;2015K1;1723
751;1;59;2016K1;1702
751;1;59;2017K1;1764
751;1;59;2018K1;1690
751;1;59;2019K1;1605
751;1;59;2020K1;1778
751;1;60;2008K1;1697
751;1;60;2009K1;1630
751;1;60;2010K1;1558
751;1;60;2011K1;1602
751;1;60;2012K1;1607
751;1;60;2013K1;1734
751;1;60;2014K1;1698
751;1;60;2015K1;1641
751;1;60;2016K1;1701
751;1;60;2017K1;1688
751;1;60;2018K1;1746
751;1;60;2019K1;1668
751;1;60;2020K1;1591
751;1;61;2008K1;1802
751;1;61;2009K1;1671
751;1;61;2010K1;1608
751;1;61;2011K1;1542
751;1;61;2012K1;1576
751;1;61;2013K1;1586
751;1;61;2014K1;1711
751;1;61;2015K1;1681
751;1;61;2016K1;1616
751;1;61;2017K1;1679
751;1;61;2018K1;1672
751;1;61;2019K1;1726
751;1;61;2020K1;1649
751;1;62;2008K1;1575
751;1;62;2009K1;1768
751;1;62;2010K1;1653
751;1;62;2011K1;1594
751;1;62;2012K1;1513
751;1;62;2013K1;1553
751;1;62;2014K1;1547
751;1;62;2015K1;1703
751;1;62;2016K1;1654
751;1;62;2017K1;1601
751;1;62;2018K1;1655
751;1;62;2019K1;1650
751;1;62;2020K1;1701
751;1;63;2008K1;1572
751;1;63;2009K1;1556
751;1;63;2010K1;1746
751;1;63;2011K1;1632
751;1;63;2012K1;1561
751;1;63;2013K1;1490
751;1;63;2014K1;1531
751;1;63;2015K1;1518
751;1;63;2016K1;1678
751;1;63;2017K1;1628
751;1;63;2018K1;1575
751;1;63;2019K1;1622
751;1;63;2020K1;1639
751;1;64;2008K1;1348
751;1;64;2009K1;1571
751;1;64;2010K1;1528
751;1;64;2011K1;1702
751;1;64;2012K1;1597
751;1;64;2013K1;1541
751;1;64;2014K1;1472
751;1;64;2015K1;1509
751;1;64;2016K1;1499
751;1;64;2017K1;1657
751;1;64;2018K1;1597
751;1;64;2019K1;1551
751;1;64;2020K1;1595
751;1;65;2008K1;1282
751;1;65;2009K1;1320
751;1;65;2010K1;1546
751;1;65;2011K1;1509
751;1;65;2012K1;1685
751;1;65;2013K1;1580
751;1;65;2014K1;1502
751;1;65;2015K1;1455
751;1;65;2016K1;1482
751;1;65;2017K1;1476
751;1;65;2018K1;1635
751;1;65;2019K1;1575
751;1;65;2020K1;1527
751;1;66;2008K1;1062
751;1;66;2009K1;1266
751;1;66;2010K1;1286
751;1;66;2011K1;1509
751;1;66;2012K1;1474
751;1;66;2013K1;1646
751;1;66;2014K1;1557
751;1;66;2015K1;1469
751;1;66;2016K1;1429
751;1;66;2017K1;1456
751;1;66;2018K1;1457
751;1;66;2019K1;1595
751;1;66;2020K1;1554
751;1;67;2008K1;1023
751;1;67;2009K1;1036
751;1;67;2010K1;1236
751;1;67;2011K1;1260
751;1;67;2012K1;1486
751;1;67;2013K1;1438
751;1;67;2014K1;1606
751;1;67;2015K1;1536
751;1;67;2016K1;1432
751;1;67;2017K1;1403
751;1;67;2018K1;1432
751;1;67;2019K1;1431
751;1;67;2020K1;1563
751;1;68;2008K1;998
751;1;68;2009K1;1003
751;1;68;2010K1;1023
751;1;68;2011K1;1211
751;1;68;2012K1;1249
751;1;68;2013K1;1454
751;1;68;2014K1;1398
751;1;68;2015K1;1576
751;1;68;2016K1;1490
751;1;68;2017K1;1415
751;1;68;2018K1;1377
751;1;68;2019K1;1392
751;1;68;2020K1;1404
751;1;69;2008K1;949
751;1;69;2009K1;968
751;1;69;2010K1;994
751;1;69;2011K1;1004
751;1;69;2012K1;1184
751;1;69;2013K1;1219
751;1;69;2014K1;1429
751;1;69;2015K1;1360
751;1;69;2016K1;1544
751;1;69;2017K1;1458
751;1;69;2018K1;1378
751;1;69;2019K1;1359
751;1;69;2020K1;1371
751;1;70;2008K1;938
751;1;70;2009K1;918
751;1;70;2010K1;937
751;1;70;2011K1;967
751;1;70;2012K1;980
751;1;70;2013K1;1146
751;1;70;2014K1;1195
751;1;70;2015K1;1400
751;1;70;2016K1;1329
751;1;70;2017K1;1522
751;1;70;2018K1;1423
751;1;70;2019K1;1351
751;1;70;2020K1;1326
751;1;71;2008K1;877
751;1;71;2009K1;918
751;1;71;2010K1;896
751;1;71;2011K1;907
751;1;71;2012K1;937
751;1;71;2013K1;954
751;1;71;2014K1;1123
751;1;71;2015K1;1162
751;1;71;2016K1;1364
751;1;71;2017K1;1307
751;1;71;2018K1;1500
751;1;71;2019K1;1391
751;1;71;2020K1;1329
751;1;72;2008K1;755
751;1;72;2009K1;860
751;1;72;2010K1;899
751;1;72;2011K1;872
751;1;72;2012K1;871
751;1;72;2013K1;910
751;1;72;2014K1;939
751;1;72;2015K1;1100
751;1;72;2016K1;1142
751;1;72;2017K1;1336
751;1;72;2018K1;1282
751;1;72;2019K1;1464
751;1;72;2020K1;1369
751;1;73;2008K1;681
751;1;73;2009K1;738
751;1;73;2010K1;838
751;1;73;2011K1;878
751;1;73;2012K1;853
751;1;73;2013K1;852
751;1;73;2014K1;884
751;1;73;2015K1;913
751;1;73;2016K1;1066
751;1;73;2017K1;1102
751;1;73;2018K1;1307
751;1;73;2019K1;1251
751;1;73;2020K1;1418
751;1;74;2008K1;644
751;1;74;2009K1;655
751;1;74;2010K1;710
751;1;74;2011K1;815
751;1;74;2012K1;851
751;1;74;2013K1;817
751;1;74;2014K1;824
751;1;74;2015K1;856
751;1;74;2016K1;886
751;1;74;2017K1;1040
751;1;74;2018K1;1071
751;1;74;2019K1;1267
751;1;74;2020K1;1209
751;1;75;2008K1;652
751;1;75;2009K1;618
751;1;75;2010K1;631
751;1;75;2011K1;687
751;1;75;2012K1;781
751;1;75;2013K1;818
751;1;75;2014K1;797
751;1;75;2015K1;782
751;1;75;2016K1;827
751;1;75;2017K1;851
751;1;75;2018K1;999
751;1;75;2019K1;1030
751;1;75;2020K1;1224
751;1;76;2008K1;589
751;1;76;2009K1;629
751;1;76;2010K1;598
751;1;76;2011K1;601
751;1;76;2012K1;651
751;1;76;2013K1;743
751;1;76;2014K1;796
751;1;76;2015K1;777
751;1;76;2016K1;756
751;1;76;2017K1;794
751;1;76;2018K1;824
751;1;76;2019K1;972
751;1;76;2020K1;996
751;1;77;2008K1;540
751;1;77;2009K1;561
751;1;77;2010K1;601
751;1;77;2011K1;574
751;1;77;2012K1;566
751;1;77;2013K1;628
751;1;77;2014K1;724
751;1;77;2015K1;753
751;1;77;2016K1;751
751;1;77;2017K1;729
751;1;77;2018K1;757
751;1;77;2019K1;792
751;1;77;2020K1;933
751;1;78;2008K1;480
751;1;78;2009K1;513
751;1;78;2010K1;528
751;1;78;2011K1;573
751;1;78;2012K1;543
751;1;78;2013K1;539
751;1;78;2014K1;601
751;1;78;2015K1;674
751;1;78;2016K1;738
751;1;78;2017K1;711
751;1;78;2018K1;707
751;1;78;2019K1;732
751;1;78;2020K1;753
751;1;79;2008K1;520
751;1;79;2009K1;453
751;1;79;2010K1;480
751;1;79;2011K1;494
751;1;79;2012K1;544
751;1;79;2013K1;514
751;1;79;2014K1;505
751;1;79;2015K1;563
751;1;79;2016K1;650
751;1;79;2017K1;708
751;1;79;2018K1;686
751;1;79;2019K1;672
751;1;79;2020K1;704
751;1;80;2008K1;465
751;1;80;2009K1;490
751;1;80;2010K1;436
751;1;80;2011K1;449
751;1;80;2012K1;455
751;1;80;2013K1;512
751;1;80;2014K1;480
751;1;80;2015K1;483
751;1;80;2016K1;525
751;1;80;2017K1;608
751;1;80;2018K1;663
751;1;80;2019K1;642
751;1;80;2020K1;640
751;1;81;2008K1;447
751;1;81;2009K1;437
751;1;81;2010K1;461
751;1;81;2011K1;403
751;1;81;2012K1;414
751;1;81;2013K1;417
751;1;81;2014K1;472
751;1;81;2015K1;448
751;1;81;2016K1;458
751;1;81;2017K1;502
751;1;81;2018K1;556
751;1;81;2019K1;619
751;1;81;2020K1;600
751;1;82;2008K1;379
751;1;82;2009K1;410
751;1;82;2010K1;416
751;1;82;2011K1;418
751;1;82;2012K1;378
751;1;82;2013K1;382
751;1;82;2014K1;383
751;1;82;2015K1;434
751;1;82;2016K1;415
751;1;82;2017K1;421
751;1;82;2018K1;473
751;1;82;2019K1;517
751;1;82;2020K1;564
751;1;83;2008K1;354
751;1;83;2009K1;340
751;1;83;2010K1;371
751;1;83;2011K1;383
751;1;83;2012K1;391
751;1;83;2013K1;353
751;1;83;2014K1;352
751;1;83;2015K1;350
751;1;83;2016K1;397
751;1;83;2017K1;373
751;1;83;2018K1;379
751;1;83;2019K1;433
751;1;83;2020K1;489
751;1;84;2008K1;300
751;1;84;2009K1;328
751;1;84;2010K1;306
751;1;84;2011K1;336
751;1;84;2012K1;348
751;1;84;2013K1;355
751;1;84;2014K1;333
751;1;84;2015K1;323
751;1;84;2016K1;328
751;1;84;2017K1;366
751;1;84;2018K1;341
751;1;84;2019K1;347
751;1;84;2020K1;401
751;1;85;2008K1;252
751;1;85;2009K1;268
751;1;85;2010K1;285
751;1;85;2011K1;271
751;1;85;2012K1;303
751;1;85;2013K1;305
751;1;85;2014K1;313
751;1;85;2015K1;306
751;1;85;2016K1;295
751;1;85;2017K1;293
751;1;85;2018K1;327
751;1;85;2019K1;307
751;1;85;2020K1;318
751;1;86;2008K1;207
751;1;86;2009K1;218
751;1;86;2010K1;231
751;1;86;2011K1;254
751;1;86;2012K1;234
751;1;86;2013K1;264
751;1;86;2014K1;261
751;1;86;2015K1;287
751;1;86;2016K1;278
751;1;86;2017K1;261
751;1;86;2018K1;260
751;1;86;2019K1;288
751;1;86;2020K1;276
751;1;87;2008K1;208
751;1;87;2009K1;175
751;1;87;2010K1;188
751;1;87;2011K1;193
751;1;87;2012K1;225
751;1;87;2013K1;199
751;1;87;2014K1;234
751;1;87;2015K1;231
751;1;87;2016K1;249
751;1;87;2017K1;245
751;1;87;2018K1;226
751;1;87;2019K1;234
751;1;87;2020K1;265
751;1;88;2008K1;166
751;1;88;2009K1;179
751;1;88;2010K1;154
751;1;88;2011K1;159
751;1;88;2012K1;169
751;1;88;2013K1;187
751;1;88;2014K1;169
751;1;88;2015K1;210
751;1;88;2016K1;203
751;1;88;2017K1;219
751;1;88;2018K1;216
751;1;88;2019K1;193
751;1;88;2020K1;204
751;1;89;2008K1;129
751;1;89;2009K1;138
751;1;89;2010K1;154
751;1;89;2011K1;134
751;1;89;2012K1;138
751;1;89;2013K1;147
751;1;89;2014K1;148
751;1;89;2015K1;142
751;1;89;2016K1;171
751;1;89;2017K1;166
751;1;89;2018K1;186
751;1;89;2019K1;183
751;1;89;2020K1;163
751;1;90;2008K1;90
751;1;90;2009K1;105
751;1;90;2010K1;112
751;1;90;2011K1;121
751;1;90;2012K1;112
751;1;90;2013K1;118
751;1;90;2014K1;122
751;1;90;2015K1;122
751;1;90;2016K1;121
751;1;90;2017K1;141
751;1;90;2018K1;141
751;1;90;2019K1;149
751;1;90;2020K1;142
751;1;91;2008K1;82
751;1;91;2009K1;67
751;1;91;2010K1;79
751;1;91;2011K1;95
751;1;91;2012K1;97
751;1;91;2013K1;87
751;1;91;2014K1;96
751;1;91;2015K1;97
751;1;91;2016K1;98
751;1;91;2017K1;96
751;1;91;2018K1;112
751;1;91;2019K1;115
751;1;91;2020K1;118
751;1;92;2008K1;56
751;1;92;2009K1;63
751;1;92;2010K1;52
751;1;92;2011K1;65
751;1;92;2012K1;80
751;1;92;2013K1;79
751;1;92;2014K1;67
751;1;92;2015K1;74
751;1;92;2016K1;82
751;1;92;2017K1;78
751;1;92;2018K1;69
751;1;92;2019K1;90
751;1;92;2020K1;94
751;1;93;2008K1;46
751;1;93;2009K1;39
751;1;93;2010K1;48
751;1;93;2011K1;38
751;1;93;2012K1;50
751;1;93;2013K1;58
751;1;93;2014K1;56
751;1;93;2015K1;52
751;1;93;2016K1;45
751;1;93;2017K1;66
751;1;93;2018K1;65
751;1;93;2019K1;62
751;1;93;2020K1;67
751;1;94;2008K1;21
751;1;94;2009K1;35
751;1;94;2010K1;24
751;1;94;2011K1;36
751;1;94;2012K1;28
751;1;94;2013K1;38
751;1;94;2014K1;41
751;1;94;2015K1;41
751;1;94;2016K1;43
751;1;94;2017K1;35
751;1;94;2018K1;52
751;1;94;2019K1;48
751;1;94;2020K1;45
751;1;95;2008K1;28
751;1;95;2009K1;14
751;1;95;2010K1;27
751;1;95;2011K1;18
751;1;95;2012K1;27
751;1;95;2013K1;22
751;1;95;2014K1;26
751;1;95;2015K1;39
751;1;95;2016K1;34
751;1;95;2017K1;28
751;1;95;2018K1;25
751;1;95;2019K1;35
751;1;95;2020K1;38
751;1;96;2008K1;19
751;1;96;2009K1;17
751;1;96;2010K1;12
751;1;96;2011K1;22
751;1;96;2012K1;13
751;1;96;2013K1;17
751;1;96;2014K1;14
751;1;96;2015K1;21
751;1;96;2016K1;29
751;1;96;2017K1;26
751;1;96;2018K1;18
751;1;96;2019K1;17
751;1;96;2020K1;23
751;1;97;2008K1;8
751;1;97;2009K1;12
751;1;97;2010K1;12
751;1;97;2011K1;6
751;1;97;2012K1;15
751;1;97;2013K1;9
751;1;97;2014K1;11
751;1;97;2015K1;9
751;1;97;2016K1;11
751;1;97;2017K1;21
751;1;97;2018K1;17
751;1;97;2019K1;10
751;1;97;2020K1;12
751;1;98;2008K1;6
751;1;98;2009K1;5
751;1;98;2010K1;10
751;1;98;2011K1;6
751;1;98;2012K1;3
751;1;98;2013K1;10
751;1;98;2014K1;1
751;1;98;2015K1;7
751;1;98;2016K1;6
751;1;98;2017K1;5
751;1;98;2018K1;11
751;1;98;2019K1;11
751;1;98;2020K1;6
751;1;99;2008K1;4
751;1;99;2009K1;3
751;1;99;2010K1;4
751;1;99;2011K1;5
751;1;99;2012K1;5
751;1;99;2013K1;1
751;1;99;2014K1;7
751;1;99;2015K1;1
751;1;99;2016K1;4
751;1;99;2017K1;6
751;1;99;2018K1;2
751;1;99;2019K1;8
751;1;99;2020K1;5
751;1;100;2008K1;1
751;1;100;2009K1;4
751;1;100;2010K1;2
751;1;100;2011K1;2
751;1;100;2012K1;3
751;1;100;2013K1;3
751;1;100;2014K1;1
751;1;100;2015K1;5
751;1;100;2016K1;0
751;1;100;2017K1;1
751;1;100;2018K1;2
751;1;100;2019K1;1
751;1;100;2020K1;4
751;2;0;2008K1;1898
751;2;0;2009K1;1825
751;2;0;2010K1;1870
751;2;0;2011K1;1987
751;2;0;2012K1;1971
751;2;0;2013K1;1901
751;2;0;2014K1;1932
751;2;0;2015K1;1938
751;2;0;2016K1;2099
751;2;0;2017K1;2257
751;2;0;2018K1;2148
751;2;0;2019K1;2149
751;2;0;2020K1;2121
751;2;1;2008K1;1742
751;2;1;2009K1;1818
751;2;1;2010K1;1772
751;2;1;2011K1;1814
751;2;1;2012K1;1912
751;2;1;2013K1;1877
751;2;1;2014K1;1813
751;2;1;2015K1;1859
751;2;1;2016K1;1874
751;2;1;2017K1;1986
751;2;1;2018K1;2124
751;2;1;2019K1;2035
751;2;1;2020K1;2019
751;2;2;2008K1;1710
751;2;2;2009K1;1696
751;2;2;2010K1;1763
