CIVILSTAND,TID,ALDER,INDHOLD
Fraskilt,2013K3,55 år,11937
Fraskilt,2013K3,56 år,11911
Fraskilt,2013K3,57 år,11542
Fraskilt,2013K3,58 år,11554
Fraskilt,2013K3,59 år,11131
Fraskilt,2013K3,60 år,11072
Fraskilt,2013K3,61 år,10659
Fraskilt,2013K3,62 år,10965
Fraskilt,2013K3,63 år,10813
Fraskilt,2013K3,64 år,10823
Fraskilt,2013K3,65 år,11111
Fraskilt,2013K3,66 år,11709
Fraskilt,2013K3,67 år,11456
Fraskilt,2013K3,68 år,10643
Fraskilt,2013K3,69 år,9621
Fraskilt,2013K3,70 år,8738
Fraskilt,2013K3,71 år,7601
Fraskilt,2013K3,72 år,6754
Fraskilt,2013K3,73 år,6156
Fraskilt,2013K3,74 år,5517
Fraskilt,2013K3,75 år,5174
Fraskilt,2013K3,76 år,4457
Fraskilt,2013K3,77 år,3945
Fraskilt,2013K3,78 år,3584
Fraskilt,2013K3,79 år,3087
Fraskilt,2013K3,80 år,2665
Fraskilt,2013K3,81 år,2395
Fraskilt,2013K3,82 år,2051
Fraskilt,2013K3,83 år,1770
Fraskilt,2013K3,84 år,1578
Fraskilt,2013K3,85 år,1383
Fraskilt,2013K3,86 år,1248
Fraskilt,2013K3,87 år,1083
Fraskilt,2013K3,88 år,874
Fraskilt,2013K3,89 år,712
Fraskilt,2013K3,90 år,590
Fraskilt,2013K3,91 år,491
Fraskilt,2013K3,92 år,388
Fraskilt,2013K3,93 år,296
Fraskilt,2013K3,94 år,210
Fraskilt,2013K3,95 år,134
Fraskilt,2013K3,96 år,107
Fraskilt,2013K3,97 år,99
Fraskilt,2013K3,98 år,47
Fraskilt,2013K3,99 år,30
Fraskilt,2013K3,100 år,15
Fraskilt,2013K3,101 år,15
Fraskilt,2013K3,102 år,7
Fraskilt,2013K3,103 år,3
Fraskilt,2013K3,104 år,3
Fraskilt,2013K3,105 år,2
Fraskilt,2013K3,106 år,1
Fraskilt,2013K3,107 år,1
Fraskilt,2013K3,108 år,0
Fraskilt,2013K3,109 år,1
Fraskilt,2013K3,110 år,0
Fraskilt,2013K3,111 år,0
Fraskilt,2013K3,112 år,0
Fraskilt,2013K3,113 år,0
Fraskilt,2013K3,114 år,0
Fraskilt,2013K3,115 år,0
Fraskilt,2013K3,116 år,0
Fraskilt,2013K3,117 år,0
Fraskilt,2013K3,118 år,0
Fraskilt,2013K3,119 år,0
Fraskilt,2013K3,120 år,0
Fraskilt,2013K3,121 år,0
Fraskilt,2013K3,122 år,0
Fraskilt,2013K3,123 år,0
Fraskilt,2013K3,124 år,0
Fraskilt,2013K3,125 år,0
Fraskilt,2013K4,I alt,477056
Fraskilt,2013K4,0 år,0
Fraskilt,2013K4,1 år,0
Fraskilt,2013K4,2 år,0
Fraskilt,2013K4,3 år,0
Fraskilt,2013K4,4 år,0
Fraskilt,2013K4,5 år,0
Fraskilt,2013K4,6 år,0
Fraskilt,2013K4,7 år,0
Fraskilt,2013K4,8 år,0
Fraskilt,2013K4,9 år,0
Fraskilt,2013K4,10 år,0
Fraskilt,2013K4,11 år,0
Fraskilt,2013K4,12 år,0
Fraskilt,2013K4,13 år,0
Fraskilt,2013K4,14 år,0
Fraskilt,2013K4,15 år,0
Fraskilt,2013K4,16 år,0
Fraskilt,2013K4,17 år,0
Fraskilt,2013K4,18 år,2
Fraskilt,2013K4,19 år,4
Fraskilt,2013K4,20 år,15
Fraskilt,2013K4,21 år,32
Fraskilt,2013K4,22 år,77
Fraskilt,2013K4,23 år,147
Fraskilt,2013K4,24 år,242
Fraskilt,2013K4,25 år,377
Fraskilt,2013K4,26 år,538
Fraskilt,2013K4,27 år,795
Fraskilt,2013K4,28 år,1054
Fraskilt,2013K4,29 år,1294
Fraskilt,2013K4,30 år,1575
Fraskilt,2013K4,31 år,2086
Fraskilt,2013K4,32 år,2631
Fraskilt,2013K4,33 år,3376
Fraskilt,2013K4,34 år,4080
Fraskilt,2013K4,35 år,4709
Fraskilt,2013K4,36 år,5385
Fraskilt,2013K4,37 år,6443
Fraskilt,2013K4,38 år,7480
Fraskilt,2013K4,39 år,7974
Fraskilt,2013K4,40 år,8749
Fraskilt,2013K4,41 år,9832
Fraskilt,2013K4,42 år,10156
Fraskilt,2013K4,43 år,10466
Fraskilt,2013K4,44 år,11026
Fraskilt,2013K4,45 år,12355
Fraskilt,2013K4,46 år,13871
Fraskilt,2013K4,47 år,14686
Fraskilt,2013K4,48 år,14652
Fraskilt,2013K4,49 år,14296
Fraskilt,2013K4,50 år,13795
Fraskilt,2013K4,51 år,13319
Fraskilt,2013K4,52 år,12757
Fraskilt,2013K4,53 år,12911
Fraskilt,2013K4,54 år,12212
Fraskilt,2013K4,55 år,11858
Fraskilt,2013K4,56 år,11900
Fraskilt,2013K4,57 år,11616
Fraskilt,2013K4,58 år,11539
Fraskilt,2013K4,59 år,11210
Fraskilt,2013K4,60 år,11254
Fraskilt,2013K4,61 år,10601
Fraskilt,2013K4,62 år,10825
Fraskilt,2013K4,63 år,10841
Fraskilt,2013K4,64 år,10757
Fraskilt,2013K4,65 år,10963
Fraskilt,2013K4,66 år,11578
Fraskilt,2013K4,67 år,11471
Fraskilt,2013K4,68 år,10864
Fraskilt,2013K4,69 år,9787
Fraskilt,2013K4,70 år,8765
Fraskilt,2013K4,71 år,7983
Fraskilt,2013K4,72 år,6839
Fraskilt,2013K4,73 år,6290
Fraskilt,2013K4,74 år,5655
Fraskilt,2013K4,75 år,5220
Fraskilt,2013K4,76 år,4577
Fraskilt,2013K4,77 år,3942
Fraskilt,2013K4,78 år,3712
Fraskilt,2013K4,79 år,3118
Fraskilt,2013K4,80 år,2743
Fraskilt,2013K4,81 år,2410
Fraskilt,2013K4,82 år,2090
Fraskilt,2013K4,83 år,1777
Fraskilt,2013K4,84 år,1636
Fraskilt,2013K4,85 år,1414
Fraskilt,2013K4,86 år,1221
Fraskilt,2013K4,87 år,1093
Fraskilt,2013K4,88 år,897
Fraskilt,2013K4,89 år,721
Fraskilt,2013K4,90 år,603
Fraskilt,2013K4,91 år,474
Fraskilt,2013K4,92 år,422
Fraskilt,2013K4,93 år,295
Fraskilt,2013K4,94 år,211
Fraskilt,2013K4,95 år,154
Fraskilt,2013K4,96 år,108
Fraskilt,2013K4,97 år,94
Fraskilt,2013K4,98 år,48
Fraskilt,2013K4,99 år,32
Fraskilt,2013K4,100 år,17
Fraskilt,2013K4,101 år,17
Fraskilt,2013K4,102 år,4
Fraskilt,2013K4,103 år,4
Fraskilt,2013K4,104 år,3
Fraskilt,2013K4,105 år,1
Fraskilt,2013K4,106 år,0
Fraskilt,2013K4,107 år,2
Fraskilt,2013K4,108 år,0
Fraskilt,2013K4,109 år,1
Fraskilt,2013K4,110 år,0
Fraskilt,2013K4,111 år,0
Fraskilt,2013K4,112 år,0
Fraskilt,2013K4,113 år,0
Fraskilt,2013K4,114 år,0
Fraskilt,2013K4,115 år,0
Fraskilt,2013K4,116 år,0
Fraskilt,2013K4,117 år,0
Fraskilt,2013K4,118 år,0
Fraskilt,2013K4,119 år,0
Fraskilt,2013K4,120 år,0
Fraskilt,2013K4,121 år,0
Fraskilt,2013K4,122 år,0
Fraskilt,2013K4,123 år,0
Fraskilt,2013K4,124 år,0
Fraskilt,2013K4,125 år,0
Fraskilt,2014K1,I alt,486336
Fraskilt,2014K1,0 år,0
Fraskilt,2014K1,1 år,0
Fraskilt,2014K1,2 år,0
Fraskilt,2014K1,3 år,0
Fraskilt,2014K1,4 år,0
Fraskilt,2014K1,5 år,0
Fraskilt,2014K1,6 år,0
Fraskilt,2014K1,7 år,0
Fraskilt,2014K1,8 år,0
Fraskilt,2014K1,9 år,0
Fraskilt,2014K1,10 år,0
Fraskilt,2014K1,11 år,0
Fraskilt,2014K1,12 år,0
Fraskilt,2014K1,13 år,0
Fraskilt,2014K1,14 år,0
Fraskilt,2014K1,15 år,0
Fraskilt,2014K1,16 år,0
Fraskilt,2014K1,17 år,0
Fraskilt,2014K1,18 år,2
Fraskilt,2014K1,19 år,6
Fraskilt,2014K1,20 år,22
Fraskilt,2014K1,21 år,27
Fraskilt,2014K1,22 år,96
Fraskilt,2014K1,23 år,164
Fraskilt,2014K1,24 år,282
Fraskilt,2014K1,25 år,417
Fraskilt,2014K1,26 år,576
Fraskilt,2014K1,27 år,840
Fraskilt,2014K1,28 år,1129
Fraskilt,2014K1,29 år,1421
Fraskilt,2014K1,30 år,1667
Fraskilt,2014K1,31 år,2208
Fraskilt,2014K1,32 år,2723
Fraskilt,2014K1,33 år,3458
Fraskilt,2014K1,34 år,4163
Fraskilt,2014K1,35 år,5038
Fraskilt,2014K1,36 år,5585
Fraskilt,2014K1,37 år,6578
Fraskilt,2014K1,38 år,7704
Fraskilt,2014K1,39 år,8398
Fraskilt,2014K1,40 år,8940
Fraskilt,2014K1,41 år,10137
Fraskilt,2014K1,42 år,10487
Fraskilt,2014K1,43 år,10878
Fraskilt,2014K1,44 år,11188
Fraskilt,2014K1,45 år,12421
Fraskilt,2014K1,46 år,13842
Fraskilt,2014K1,47 år,15165
Fraskilt,2014K1,48 år,15010
Fraskilt,2014K1,49 år,14774
Fraskilt,2014K1,50 år,14314
Fraskilt,2014K1,51 år,13574
Fraskilt,2014K1,52 år,13126
Fraskilt,2014K1,53 år,13194
Fraskilt,2014K1,54 år,12366
Fraskilt,2014K1,55 år,12178
Fraskilt,2014K1,56 år,12014
Fraskilt,2014K1,57 år,11784
Fraskilt,2014K1,58 år,11674
Fraskilt,2014K1,59 år,11356
Fraskilt,2014K1,60 år,11262
Fraskilt,2014K1,61 år,10830
Fraskilt,2014K1,62 år,10695
Fraskilt,2014K1,63 år,11118
Fraskilt,2014K1,64 år,10693
Fraskilt,2014K1,65 år,10925
Fraskilt,2014K1,66 år,11486
Fraskilt,2014K1,67 år,11564
Fraskilt,2014K1,68 år,10949
Fraskilt,2014K1,69 år,10018
Fraskilt,2014K1,70 år,8959
Fraskilt,2014K1,71 år,8251
Fraskilt,2014K1,72 år,6905
Fraskilt,2014K1,73 år,6401
Fraskilt,2014K1,74 år,5737
Fraskilt,2014K1,75 år,5280
Fraskilt,2014K1,76 år,4706
Fraskilt,2014K1,77 år,4057
Fraskilt,2014K1,78 år,3647
Fraskilt,2014K1,79 år,3227
Fraskilt,2014K1,80 år,2807
Fraskilt,2014K1,81 år,2438
Fraskilt,2014K1,82 år,2121
Fraskilt,2014K1,83 år,1778
Fraskilt,2014K1,84 år,1653
Fraskilt,2014K1,85 år,1398
Fraskilt,2014K1,86 år,1221
Fraskilt,2014K1,87 år,1119
Fraskilt,2014K1,88 år,913
Fraskilt,2014K1,89 år,731
Fraskilt,2014K1,90 år,626
Fraskilt,2014K1,91 år,467
Fraskilt,2014K1,92 år,421
Fraskilt,2014K1,93 år,306
Fraskilt,2014K1,94 år,199
Fraskilt,2014K1,95 år,180
Fraskilt,2014K1,96 år,90
Fraskilt,2014K1,97 år,91
Fraskilt,2014K1,98 år,56
Fraskilt,2014K1,99 år,37
Fraskilt,2014K1,100 år,16
Fraskilt,2014K1,101 år,16
Fraskilt,2014K1,102 år,3
Fraskilt,2014K1,103 år,4
Fraskilt,2014K1,104 år,4
Fraskilt,2014K1,105 år,2
Fraskilt,2014K1,106 år,0
Fraskilt,2014K1,107 år,2
Fraskilt,2014K1,108 år,0
Fraskilt,2014K1,109 år,0
Fraskilt,2014K1,110 år,1
Fraskilt,2014K1,111 år,0
Fraskilt,2014K1,112 år,0
Fraskilt,2014K1,113 år,0
Fraskilt,2014K1,114 år,0
Fraskilt,2014K1,115 år,0
Fraskilt,2014K1,116 år,0
Fraskilt,2014K1,117 år,0
Fraskilt,2014K1,118 år,0
Fraskilt,2014K1,119 år,0
Fraskilt,2014K1,120 år,0
Fraskilt,2014K1,121 år,0
Fraskilt,2014K1,122 år,0
Fraskilt,2014K1,123 år,0
Fraskilt,2014K1,124 år,0
Fraskilt,2014K1,125 år,0
Fraskilt,2014K2,I alt,492909
Fraskilt,2014K2,0 år,0
Fraskilt,2014K2,1 år,0
Fraskilt,2014K2,2 år,0
Fraskilt,2014K2,3 år,0
Fraskilt,2014K2,4 år,0
Fraskilt,2014K2,5 år,0
Fraskilt,2014K2,6 år,0
Fraskilt,2014K2,7 år,0
Fraskilt,2014K2,8 år,0
Fraskilt,2014K2,9 år,0
Fraskilt,2014K2,10 år,0
Fraskilt,2014K2,11 år,0
Fraskilt,2014K2,12 år,0
Fraskilt,2014K2,13 år,0
Fraskilt,2014K2,14 år,0
Fraskilt,2014K2,15 år,0
Fraskilt,2014K2,16 år,0
Fraskilt,2014K2,17 år,0
Fraskilt,2014K2,18 år,1
Fraskilt,2014K2,19 år,8
Fraskilt,2014K2,20 år,21
Fraskilt,2014K2,21 år,30
Fraskilt,2014K2,22 år,107
Fraskilt,2014K2,23 år,164
Fraskilt,2014K2,24 år,284
Fraskilt,2014K2,25 år,426
Fraskilt,2014K2,26 år,602
Fraskilt,2014K2,27 år,884
Fraskilt,2014K2,28 år,1167
Fraskilt,2014K2,29 år,1459
Fraskilt,2014K2,30 år,1744
Fraskilt,2014K2,31 år,2161
Fraskilt,2014K2,32 år,2852
Fraskilt,2014K2,33 år,3469
Fraskilt,2014K2,34 år,4255
Fraskilt,2014K2,35 år,5151
Fraskilt,2014K2,36 år,5569
Fraskilt,2014K2,37 år,6554
Fraskilt,2014K2,38 år,7831
Fraskilt,2014K2,39 år,8663
Fraskilt,2014K2,40 år,9079
Fraskilt,2014K2,41 år,10239
Fraskilt,2014K2,42 år,10792
Fraskilt,2014K2,43 år,11112
Fraskilt,2014K2,44 år,11258
Fraskilt,2014K2,45 år,12440
Fraskilt,2014K2,46 år,13836
Fraskilt,2014K2,47 år,15356
Fraskilt,2014K2,48 år,15455
Fraskilt,2014K2,49 år,15078
Fraskilt,2014K2,50 år,14625
Fraskilt,2014K2,51 år,13955
Fraskilt,2014K2,52 år,13399
Fraskilt,2014K2,53 år,13347
Fraskilt,2014K2,54 år,12751
Fraskilt,2014K2,55 år,12304
Fraskilt,2014K2,56 år,12173
Fraskilt,2014K2,57 år,11923
Fraskilt,2014K2,58 år,11717
Fraskilt,2014K2,59 år,11559
Fraskilt,2014K2,60 år,11229
Fraskilt,2014K2,61 år,11025
Fraskilt,2014K2,62 år,10702
Fraskilt,2014K2,63 år,10962
Fraskilt,2014K2,64 år,10816
Fraskilt,2014K2,65 år,10761
Fraskilt,2014K2,66 år,11319
Fraskilt,2014K2,67 år,11604
Fraskilt,2014K2,68 år,11052
Fraskilt,2014K2,69 år,10235
Fraskilt,2014K2,70 år,9323
Fraskilt,2014K2,71 år,8413
Fraskilt,2014K2,72 år,7104
Fraskilt,2014K2,73 år,6462
Fraskilt,2014K2,74 år,5899
Fraskilt,2014K2,75 år,5245
Fraskilt,2014K2,76 år,4880
Fraskilt,2014K2,77 år,4218
Fraskilt,2014K2,78 år,3620
Fraskilt,2014K2,79 år,3340
Fraskilt,2014K2,80 år,2875
Fraskilt,2014K2,81 år,2417
Fraskilt,2014K2,82 år,2190
Fraskilt,2014K2,83 år,1836
Fraskilt,2014K2,84 år,1642
Fraskilt,2014K2,85 år,1424
Fraskilt,2014K2,86 år,1200
Fraskilt,2014K2,87 år,1109
Fraskilt,2014K2,88 år,954
Fraskilt,2014K2,89 år,731
Fraskilt,2014K2,90 år,604
Fraskilt,2014K2,91 år,479
Fraskilt,2014K2,92 år,403
Fraskilt,2014K2,93 år,329
Fraskilt,2014K2,94 år,203
Fraskilt,2014K2,95 år,180
Fraskilt,2014K2,96 år,106
Fraskilt,2014K2,97 år,76
Fraskilt,2014K2,98 år,62
Fraskilt,2014K2,99 år,37
Fraskilt,2014K2,100 år,13
Fraskilt,2014K2,101 år,10
Fraskilt,2014K2,102 år,9
Fraskilt,2014K2,103 år,4
Fraskilt,2014K2,104 år,3
Fraskilt,2014K2,105 år,2
Fraskilt,2014K2,106 år,0
Fraskilt,2014K2,107 år,1
Fraskilt,2014K2,108 år,1
Fraskilt,2014K2,109 år,0
Fraskilt,2014K2,110 år,0
Fraskilt,2014K2,111 år,0
Fraskilt,2014K2,112 år,0
Fraskilt,2014K2,113 år,0
Fraskilt,2014K2,114 år,0
Fraskilt,2014K2,115 år,0
Fraskilt,2014K2,116 år,0
Fraskilt,2014K2,117 år,0
Fraskilt,2014K2,118 år,0
Fraskilt,2014K2,119 år,0
Fraskilt,2014K2,120 år,0
Fraskilt,2014K2,121 år,0
Fraskilt,2014K2,122 år,0
Fraskilt,2014K2,123 år,0
Fraskilt,2014K2,124 år,0
Fraskilt,2014K2,125 år,0
Fraskilt,2014K3,I alt,497069
Fraskilt,2014K3,0 år,0
Fraskilt,2014K3,1 år,0
Fraskilt,2014K3,2 år,0
Fraskilt,2014K3,3 år,0
Fraskilt,2014K3,4 år,0
Fraskilt,2014K3,5 år,0
Fraskilt,2014K3,6 år,0
Fraskilt,2014K3,7 år,0
Fraskilt,2014K3,8 år,0
Fraskilt,2014K3,9 år,0
Fraskilt,2014K3,10 år,0
Fraskilt,2014K3,11 år,0
Fraskilt,2014K3,12 år,0
Fraskilt,2014K3,13 år,0
Fraskilt,2014K3,14 år,0
Fraskilt,2014K3,15 år,0
Fraskilt,2014K3,16 år,0
Fraskilt,2014K3,17 år,0
Fraskilt,2014K3,18 år,1
Fraskilt,2014K3,19 år,9
Fraskilt,2014K3,20 år,22
Fraskilt,2014K3,21 år,41
Fraskilt,2014K3,22 år,103
Fraskilt,2014K3,23 år,171
Fraskilt,2014K3,24 år,284
Fraskilt,2014K3,25 år,425
Fraskilt,2014K3,26 år,605
Fraskilt,2014K3,27 år,902
Fraskilt,2014K3,28 år,1189
Fraskilt,2014K3,29 år,1499
Fraskilt,2014K3,30 år,1804
Fraskilt,2014K3,31 år,2133
Fraskilt,2014K3,32 år,2894
Fraskilt,2014K3,33 år,3353
Fraskilt,2014K3,34 år,4312
Fraskilt,2014K3,35 år,5007
Fraskilt,2014K3,36 år,5799
Fraskilt,2014K3,37 år,6524
Fraskilt,2014K3,38 år,7789
Fraskilt,2014K3,39 år,8780
Fraskilt,2014K3,40 år,9128
Fraskilt,2014K3,41 år,10153
Fraskilt,2014K3,42 år,11028
Fraskilt,2014K3,43 år,11239
Fraskilt,2014K3,44 år,11506
Fraskilt,2014K3,45 år,12217
Fraskilt,2014K3,46 år,13689
Fraskilt,2014K3,47 år,15331
Fraskilt,2014K3,48 år,15653
Fraskilt,2014K3,49 år,15359
Fraskilt,2014K3,50 år,14851
Fraskilt,2014K3,51 år,14301
Fraskilt,2014K3,52 år,13669
Fraskilt,2014K3,53 år,13421
Fraskilt,2014K3,54 år,13018
Fraskilt,2014K3,55 år,12440
Fraskilt,2014K3,56 år,12229
Fraskilt,2014K3,57 år,12135
Fraskilt,2014K3,58 år,11710
Fraskilt,2014K3,59 år,11656
Fraskilt,2014K3,60 år,11157
Fraskilt,2014K3,61 år,11174
Fraskilt,2014K3,62 år,10646
Fraskilt,2014K3,63 år,10955
Fraskilt,2014K3,64 år,10773
Fraskilt,2014K3,65 år,10750
Fraskilt,2014K3,66 år,11002
Fraskilt,2014K3,67 år,11587
Fraskilt,2014K3,68 år,11322
Fraskilt,2014K3,69 år,10442
Fraskilt,2014K3,70 år,9432
Fraskilt,2014K3,71 år,8554
Fraskilt,2014K3,72 år,7421
Fraskilt,2014K3,73 år,6559
Fraskilt,2014K3,74 år,5966
Fraskilt,2014K3,75 år,5336
Fraskilt,2014K3,76 år,4967
Fraskilt,2014K3,77 år,4263
Fraskilt,2014K3,78 år,3761
Fraskilt,2014K3,79 år,3420
Fraskilt,2014K3,80 år,2891
Fraskilt,2014K3,81 år,2504
Fraskilt,2014K3,82 år,2234
Fraskilt,2014K3,83 år,1885
Fraskilt,2014K3,84 år,1623
Fraskilt,2014K3,85 år,1439
Fraskilt,2014K3,86 år,1229
Fraskilt,2014K3,87 år,1128
Fraskilt,2014K3,88 år,955
Fraskilt,2014K3,89 år,756
Fraskilt,2014K3,90 år,609
Fraskilt,2014K3,91 år,494
Fraskilt,2014K3,92 år,395
Fraskilt,2014K3,93 år,322
Fraskilt,2014K3,94 år,241
Fraskilt,2014K3,95 år,169
Fraskilt,2014K3,96 år,109
Fraskilt,2014K3,97 år,75
Fraskilt,2014K3,98 år,70
Fraskilt,2014K3,99 år,31
Fraskilt,2014K3,100 år,18
Fraskilt,2014K3,101 år,8
Fraskilt,2014K3,102 år,7
Fraskilt,2014K3,103 år,3
Fraskilt,2014K3,104 år,3
Fraskilt,2014K3,105 år,3
Fraskilt,2014K3,106 år,0
Fraskilt,2014K3,107 år,1
Fraskilt,2014K3,108 år,1
Fraskilt,2014K3,109 år,0
Fraskilt,2014K3,110 år,0
Fraskilt,2014K3,111 år,0
Fraskilt,2014K3,112 år,0
Fraskilt,2014K3,113 år,0
Fraskilt,2014K3,114 år,0
Fraskilt,2014K3,115 år,0
Fraskilt,2014K3,116 år,0
Fraskilt,2014K3,117 år,0
Fraskilt,2014K3,118 år,0
Fraskilt,2014K3,119 år,0
Fraskilt,2014K3,120 år,0
Fraskilt,2014K3,121 år,0
Fraskilt,2014K3,122 år,0
Fraskilt,2014K3,123 år,0
Fraskilt,2014K3,124 år,0
Fraskilt,2014K3,125 år,0
Fraskilt,2014K4,I alt,500795
Fraskilt,2014K4,0 år,0
Fraskilt,2014K4,1 år,0
Fraskilt,2014K4,2 år,0
Fraskilt,2014K4,3 år,0
Fraskilt,2014K4,4 år,0
Fraskilt,2014K4,5 år,0
Fraskilt,2014K4,6 år,0
Fraskilt,2014K4,7 år,0
Fraskilt,2014K4,8 år,0
Fraskilt,2014K4,9 år,0
Fraskilt,2014K4,10 år,0
Fraskilt,2014K4,11 år,0
Fraskilt,2014K4,12 år,0
Fraskilt,2014K4,13 år,0
Fraskilt,2014K4,14 år,0
Fraskilt,2014K4,15 år,0
Fraskilt,2014K4,16 år,0
Fraskilt,2014K4,17 år,0
Fraskilt,2014K4,18 år,1
Fraskilt,2014K4,19 år,8
Fraskilt,2014K4,20 år,19
Fraskilt,2014K4,21 år,38
Fraskilt,2014K4,22 år,87
Fraskilt,2014K4,23 år,168
Fraskilt,2014K4,24 år,272
Fraskilt,2014K4,25 år,453
Fraskilt,2014K4,26 år,644
Fraskilt,2014K4,27 år,881
Fraskilt,2014K4,28 år,1211
Fraskilt,2014K4,29 år,1532
Fraskilt,2014K4,30 år,1832
Fraskilt,2014K4,31 år,2191
Fraskilt,2014K4,32 år,2846
Fraskilt,2014K4,33 år,3356
Fraskilt,2014K4,34 år,4296
Fraskilt,2014K4,35 år,5004
Fraskilt,2014K4,36 år,5810
Fraskilt,2014K4,37 år,6459
Fraskilt,2014K4,38 år,7683
Fraskilt,2014K4,39 år,8812
Fraskilt,2014K4,40 år,9261
Fraskilt,2014K4,41 år,10060
Fraskilt,2014K4,42 år,11154
Fraskilt,2014K4,43 år,11367
Fraskilt,2014K4,44 år,11691
Fraskilt,2014K4,45 år,12099
Fraskilt,2014K4,46 år,13519
Fraskilt,2014K4,47 år,15096
Fraskilt,2014K4,48 år,15845
Fraskilt,2014K4,49 år,15658
Fraskilt,2014K4,50 år,15033
Fraskilt,2014K4,51 år,14604
Fraskilt,2014K4,52 år,14003
Fraskilt,2014K4,53 år,13401
Fraskilt,2014K4,54 år,13404
Fraskilt,2014K4,55 år,12589
Fraskilt,2014K4,56 år,12231
Fraskilt,2014K4,57 år,12199
Fraskilt,2014K4,58 år,11834
Fraskilt,2014K4,59 år,11705
Fraskilt,2014K4,60 år,11235
Fraskilt,2014K4,61 år,11389
Fraskilt,2014K4,62 år,10691
Fraskilt,2014K4,63 år,10795
Fraskilt,2014K4,64 år,10865
Fraskilt,2014K4,65 år,10704
Fraskilt,2014K4,66 år,10884
Fraskilt,2014K4,67 år,11480
Fraskilt,2014K4,68 år,11350
Fraskilt,2014K4,69 år,10663
Fraskilt,2014K4,70 år,9639
Fraskilt,2014K4,71 år,8581
Fraskilt,2014K4,72 år,7776
Fraskilt,2014K4,73 år,6647
Fraskilt,2014K4,74 år,6124
Fraskilt,2014K4,75 år,5465
Fraskilt,2014K4,76 år,4999
Fraskilt,2014K4,77 år,4402
Fraskilt,2014K4,78 år,3767
Fraskilt,2014K4,79 år,3536
Fraskilt,2014K4,80 år,2935
Fraskilt,2014K4,81 år,2576
Fraskilt,2014K4,82 år,2237
Fraskilt,2014K4,83 år,1897
Fraskilt,2014K4,84 år,1623
Fraskilt,2014K4,85 år,1484
Fraskilt,2014K4,86 år,1258
Fraskilt,2014K4,87 år,1097
Fraskilt,2014K4,88 år,952
Fraskilt,2014K4,89 år,785
Fraskilt,2014K4,90 år,620
Fraskilt,2014K4,91 år,497
Fraskilt,2014K4,92 år,390
Fraskilt,2014K4,93 år,344
Fraskilt,2014K4,94 år,236
Fraskilt,2014K4,95 år,165
Fraskilt,2014K4,96 år,128
Fraskilt,2014K4,97 år,71
Fraskilt,2014K4,98 år,71
Fraskilt,2014K4,99 år,38
Fraskilt,2014K4,100 år,17
Fraskilt,2014K4,101 år,8
Fraskilt,2014K4,102 år,6
Fraskilt,2014K4,103 år,4
Fraskilt,2014K4,104 år,3
Fraskilt,2014K4,105 år,3
Fraskilt,2014K4,106 år,0
Fraskilt,2014K4,107 år,0
Fraskilt,2014K4,108 år,2
Fraskilt,2014K4,109 år,0
Fraskilt,2014K4,110 år,0
Fraskilt,2014K4,111 år,0
Fraskilt,2014K4,112 år,0
Fraskilt,2014K4,113 år,0
Fraskilt,2014K4,114 år,0
Fraskilt,2014K4,115 år,0
Fraskilt,2014K4,116 år,0
Fraskilt,2014K4,117 år,0
Fraskilt,2014K4,118 år,0
Fraskilt,2014K4,119 år,0
Fraskilt,2014K4,120 år,0
Fraskilt,2014K4,121 år,0
Fraskilt,2014K4,122 år,0
Fraskilt,2014K4,123 år,0
Fraskilt,2014K4,124 år,0
Fraskilt,2014K4,125 år,0
Fraskilt,2015K1,I alt,504505
Fraskilt,2015K1,0 år,0
Fraskilt,2015K1,1 år,0
Fraskilt,2015K1,2 år,0
Fraskilt,2015K1,3 år,0
Fraskilt,2015K1,4 år,0
Fraskilt,2015K1,5 år,0
Fraskilt,2015K1,6 år,0
Fraskilt,2015K1,7 år,0
Fraskilt,2015K1,8 år,0
Fraskilt,2015K1,9 år,0
Fraskilt,2015K1,10 år,0
Fraskilt,2015K1,11 år,0
Fraskilt,2015K1,12 år,0
Fraskilt,2015K1,13 år,0
Fraskilt,2015K1,14 år,0
Fraskilt,2015K1,15 år,0
Fraskilt,2015K1,16 år,0
Fraskilt,2015K1,17 år,0
Fraskilt,2015K1,18 år,0
Fraskilt,2015K1,19 år,6
Fraskilt,2015K1,20 år,21
Fraskilt,2015K1,21 år,44
Fraskilt,2015K1,22 år,70
Fraskilt,2015K1,23 år,185
Fraskilt,2015K1,24 år,266
Fraskilt,2015K1,25 år,454
Fraskilt,2015K1,26 år,651
Fraskilt,2015K1,27 år,866
Fraskilt,2015K1,28 år,1215
Fraskilt,2015K1,29 år,1500
Fraskilt,2015K1,30 år,1912
Fraskilt,2015K1,31 år,2198
Fraskilt,2015K1,32 år,2889
Fraskilt,2015K1,33 år,3387
Fraskilt,2015K1,34 år,4211
Fraskilt,2015K1,35 år,4992
Fraskilt,2015K1,36 år,5910
Fraskilt,2015K1,37 år,6523
Fraskilt,2015K1,38 år,7503
Fraskilt,2015K1,39 år,8798
Fraskilt,2015K1,40 år,9445
Fraskilt,2015K1,41 år,9946
Fraskilt,2015K1,42 år,11219
Fraskilt,2015K1,43 år,11501
Fraskilt,2015K1,44 år,11856
Fraskilt,2015K1,45 år,12066
Fraskilt,2015K1,46 år,13421
Fraskilt,2015K1,47 år,14824
Fraskilt,2015K1,48 år,16115
